Sentences,Score
"Tenía
miedo de que saliera, aunque yo no temía nada... y cuando me encerraron en la Torre del Norte, me encontraron esto escondido en la manga.",4
¿Me dejáis que lo conserve?,0
"No puede ayudarme a facilitar la fuga de mi cuerpo, pero permitirá que mi espíritu pueda marcharse.",3
"Les dije estas mismas palabras, me acuerdo.",3
perfectamente.,0
"Estas palabras las formó varias veces en sus labios antes de poder pronunciarlas, mas cuando las emitió lo hizo de un modo coherente, aunque despacio.",4
-¿Cómo puede ser eso?,4
¿Eraís vos?,0
"Nuevamente se alarmaron los espectadores de aquella escena, pues él se había vuelto hacia la joven con extraordinaria rapidez.",4
"Pero la niña estaba tranquilamente sentada y en voz baja les dijo:
-Os ruego, señores, que no os acerquéis y que no os mováis siquiera.",4
-¿Qué voz es ésta?,3
-exclamó el anciano.,3
"Al pronunciar estas palabras la soltó y se mesó los blancos cabellos, pero
tranquilizándose luego, guardó su bolsita, aunque sin dejar de mirar a la joven.",4
"-No, no, -dijo, -sois demasiado joven y bonita.",4
No puede ser.,4
"Mirad cómo está el
prisionero.",3
"Estas no son las manos que ella conocía, ni la voz que estaba acostumbrada a oír.",4
"No, no.",4
"Ella era, y él también... antes de los larguísimos años pasados en la Torre del Norte... hace ya de eso mucho, muchísimo tiempo.",4
"¿Cómo te llamas, ángel mío?",0
"La joven se dejó caer de rodillas ante su padre, con las manos plegadas sobre el pecho.",3
"-Oh, señor, ya conoceréis cuál es mi nombre, y sabréis quiénes fueron mi madre y mi padre, así como su triste, tristísima historia.",4
Pero ahora no puedo decíroslo.,4
"Lo que os ruego ahora, es que me toquéis con vuestras manos y me bendigáis.",4
"Besadme, besadme.",0
"La blanca cabeza del anciano se puso en contacto con los dorados cabellos de la joven, que parecían prestarle nueva vida, como si sobre él brillase la luz de la libertad.",4
"-Si oís en mi voz, y no sé si será así, aunque lo espero, si oís en mi voz algún parecido con la que en un tiempo fue dulce armonía en vuestros oídos, llorad, llorad por ella.",4
"Si al tocar mis cabellos algo os recuerda una adorada cabeza que un día reposó en vuestro pecho cuando erais joven y libre, llorad, llorad por ella.",4
"Si cuando, os nombre el hogar que nos espera, y en el cual me esforzaré en haceros feliz, con mi amor y mis cuidados, os recuerdo un hogar que quedó desolado mientras vuestro pobre corazón lo echaba de menos, llorad, llorad también por él.",4
"Y rodeando el cuello del anciano con los brazos, lo meció sobre su pecho, como si fuese un niño.",4
"-Si os digo, querido mío, que ya ha terminado vuestra agonía y que he venido para llevaros conmigo a Inglaterra, para gozar de la paz y de la tranquilidad, y eso os hace recordar que vuestra vida se malogró cuando tan útil pudiera haber sido, y que vuestra patria, Francia, fue tan cruel para vos, llorad también, llorad.",4
"Y si cuando os diga mi nombre y el de mi padre, que aun vive, y el de mi madre, que murió ya, sabéis que habré de caer de rodillas ante mi querido padre para pedirle perdón, por haber dejado de procurar su libertad y por no haber llorado por él noche y día, porque el amor de mi pobre madre alejo de mí esta tortura, llorad también por ello, llorad por mí y por ella.",4
"Buenos señores, demos gracias a Dios, pues siento que sus lágrimas corren por mi rostro y sus sollozos tiemblan sobre mi corazón.",4
¡Mirad!,0
"¡Gracias, Dios mío!",3
El pobre anciano se había refugiado en los brazos de la joven y apoyaba la cabeza en su pecho.,4
Y aquella escena era tan conmovedora que los dos testigos se cubrieron los rostros con las manos.,4
"Cuando reinó nuevamente la tranquilidad en aquel lóbrego lugar, los dos hombres se acercaron para levantar al padre y a la hija, pues, insensiblemente, se habían deslizado al suelo..
-Si fuera posible -dijo la joven- que, sin molestarlo, se pudiera disponer todo para salir cuanto antes de París...
-¿Creéis que estará en condiciones de soportar el viaje?",4
-preguntó el señor Lorry.,0
-Más que de continuar en esta ciudad tan funesta para él.,4
"-Es verdad -dijo Defarge que se había arrodillado para oír y ver mejor.- Más que
para quedarse.",3
El señor Manette estará siempre mejor lejos de Francia.,0
¿Queréis que vaya a alquilar un carruaje y caballos de posta?,3
"-Esto es ya un negocio -contestó el señor Lorry recobrando en el acto sus maneras metódicas,- y si ha de terminarse un negocio es mejor que yo me ocupe en ello.",4
-Entonces haced el favor de dejarnos solos -rogó la señorita Manette.- Ya veis qué tranquilo se ha quedado; no temáis dejarme a solas con él.,4
"Cerrad la puerta al salir, para que no nos interrumpan, y, sin duda alguna, lo hallaréis tranquilo al volver.",4
"Poco acertada parecía a los dos hombres esta proposición, y por lo menos quería quedarse uno de ellos, pero como, además, había que arreglar los papeles necesarios y el tiempo urgía, se repartieron las gestiones necesarias y salieron apresuradamente.",4
"Mientras las sombras se acentuaban, la joven permaneció al lado de su padre, sin dejar de mirarlo.",4
"Ambos permanecían quietos y, por fin, se filtró un rayo de luz por un agujero de la pared.",4
"El señor Lorry y Defarge lo habían preparado todo para el viaje y consigo llevaban, además de algunas prendas de abrigo, pan, carne, vino y café caliente.",4
"Defarge dejó las provisiones sobre la banqueta de zapatero, así como la lámpara que llevaba y ayudado por el señor Lorry levantó al cautivo.",4
"Nadie habría sido capaz de darse cuenta, por la expresión de su rostro, de las misteriosas ideas de su mente.",4
Era imposible comprender si se había dado cuenta de lo sucedido o del hecho de que ya estaba libre.,4
"Probaron de hablarle, mas el desgraciado parecía estar tan confuso y respondía con tanta lentitud, que creyeron mejor no molestarle con nuevas observaciones.",4
"A veces se cogía la cabeza entre las manos, pero siempre parecía experimentar placer al oír la voz de su hija, hacia la cual se volvía invariablemente cuantas veces hablaba.",4
"Con la obediencia peculiar de los que están acostumbrados a someterse a la fuerza, comió, bebió y se abrigó con las prendas que le dieron.",4
"Con agrado se dejó llevar por su hija, que lo cogió del brazo y hasta tomó entré las suyas las manos de la joven.",4
Entonces empezaron a bajar la escalera; Defarge iba delante con la lámpara y el señor Lorry iba detrás.,4
"Pocos escalones habían bajado cuando la joven se detuvo y le preguntó:
-¿Os acordáis, padre mío, de haber venido aquí?.",4
"-No, no me acuerdo -contestó.- Hace de eso demasiado tiempo.",4
No tenía memoria de haber sido sacado de su prisión para llevarlo a aquella casa.,4
"Los que lo acompañaban le oyeron murmurar: “Ciento cinco, Torre del Norte”, y observaron que miraba a su alrededor, como si buscara los muros de piedra de la fortaleza.",4
"Al llegar al patio, instintivamente aminoró el paso, como si esperase cruzar el puente levadizo, pero como no lo viera y en su lugar encontrase un carruaje que lo esperaba en la calle, cogió la mano de su hija e inclinó la cabeza.",4
"Reinaba el mayor silencio en la calle y en ella no vieron a nadie más que a la señora Defarge que, reclinada en la jamba de la puerta, seguía haciendo calceta y no vio nada.",4
"El prisionero entró en el coche con su hija, pero, inmediatamente, rogó que le entregasen sus herramientas de zapatero y el calzado a medio terminar.",4
"La señora Defarge, que oyó su ruego, se apresuró a complacerlo; poco después regresó trayendo lo pedido y volvió a enfrascarse en su labor de calceta, pero, aparentemente, sin haber visto nada.",4
-¡A la Barrera!,4
-exclamó Defarge entrando en el coche.,4
El postillón hizo restallar el látigo y el vehículo se puso en marcha.,4
"Por fin los detuvieron unos soldados, provistos de linternas, y uno de ellos exclamó:
-Vuestros papeles, caballeros.",4
"-Aquí están, señor oficial -contestó Defarge bajando y llevándose aparte al militar.- Estos son los papeles de este caballero que va en el coche, el del cabello blanco.",4
"Me han sido consignados, con su persona, por...- Bajó la voz antes de terminar la frase y el oficial, después de dirigir una mirada al pasajero en cuestión, contestó:
-Perfectamente.",4
Adelante.,0
-Adiós -exclamó Defarge.,0
El coche reanudó la marcha y se aventuró en las negras sombras de la noche.,4
"Y
durante el frío y obscuro intervalo hasta la madrugada, resonaban en los oídos del señor Jarvis Lorry, que se sentaba enfrente del desenterrado, las mismas palabras:
-Espero que os gustará volver a la vida.",4
Y la contestación era la misma de siempre.,4
-No puedo decirlo.,0
