Sentences,Score
"Non, non, dit-il, «Vous êtes trop jeune et jolie.",4
Ce n'est pas possible.,0
"Voyez comment est la
prisonnier.",4
"Ce ne sont pas les mains, elle savait, la voix qui a servi à l'audition.",4
"Non, non.",0
"Elle était, et il a aussi ... avant les dernières longues années dans la tour nord ... il y a un qui était très, très longtemps.",4
"Quel est votre nom, mon ange?",3
"Le jeune homme est tombé à genoux devant son père, les mains jointes sur sa poitrine.",4
"Oh, monsieur, je sais ce que mon nom, et tu sais qui étaient ma mère et mon père et leur histoire triste, triste.",4
"Mais maintenant, je ne peux pas vous le dire.",4
Ce que je demande est maintenant me contact avec vos mains et bénissez-moi.,4
"Embrasse-moi, embrasse-moi.",0
"la tête blanche vieil homme est entré en contact avec les cheveux d'or de la jeune fille, qui semblait prêter une nouvelle vie, comme si elle allait briller la lumière de la liberté.",4
"Si vous entendez ma voix, et peut-être bien, mais je l'espère, si vous entendez ma voix toute ressemblance qui était autrefois une douce harmonie dans vos oreilles, pleurez, pleurez pour elle.",4
"Si mes cheveux toucher quelque chose que vous rappelle un adorés une jours Il posa sa tête dans la poitrine quand vous étiez jeune et libre, pleurer, pleurer pour elle.",4
"Si lorsque vous nommez la maison qui nous attend, et que je tâcherai de vous faire plaisir avec mon amour et de soins, je vous rappelle une maison qui a été dévasté pendant que votre pauvre cœur lui manquait, pleurer, trop pleurer pour lui .",4
"Et le vieil homme autour du cou avec ses bras, lui balançait sur sa poitrine, comme s'il était un enfant.",4
"Si je vous le dis, mon cher, vous avez déjà terminé votre agonie et je suis venu me prendre à l'Angleterre, pour jouir de la paix et la tranquillité, et qui vous fait rappeler que votre vie avorta quand il pourrait donc avoir été utile et que votre pays, la France, était si cruel pour vous aussi pleurer, pleurer.",4
"Et si quand je vous dis mon nom et mon père, qui vit encore, et ma mère, qui est morte savent déjà que je vais devoir tomber sur ses genoux devant mon cher père de présenter des excuses pour avoir laissé chercher leur liberté et ne pleure pas pour le jour et la nuit, parce que l'amour de ma pauvre mère loin de moi cette torture, pleurez aussi pour elle, pleure pour moi et pour elle.",4
"Mes bons messieurs, Dieu merci, parce que je pense que ses larmes coulent sur mon visage et les sanglots secouant sur mon cœur.",4
Regardez!,0
"Merci,
Le pauvre vieillard était réfugié dans les bras du jeune et posa sa tête sur sa poitrine.",4
Et cette scène était si touchante que les deux témoins ont couvert leurs visages avec leurs mains.,4
"Lorsque calme nouveau régnait dans cette endroit sombre, les deux hommes se sont approchés pour élever le père et la fille, puis, imperceptiblement, avait glissé au sol ..",4
"S'il était possible que la jeune fille a dit, sans encombre, il pourrait avoir tout quitter Paris dès que possible ...
« Pensez-vous qu'il sera en mesure de supporter le voyage?",4
Il a demandé à M. Lorry.,4
-Plus que de continuer dans cette ville si fatale pour lui.,4
"Il est vrai, dit Defarge qui avait mis à genoux pour entendre et voir mejor.- Plus
pour rester.",4
M. sera toujours Manette mieux loin de la France.,4
Voulez-vous aller à louer une voiture et des chevaux de poste?,4
Une entreprise qui est déjà répondu à M. Lorry récupérer à la fois ses moyens méthodiques - et si de mettre fin à une entreprise est mieux que moi le gérer.,4
Ne Alors s'il vous plaît laissez-nous seuls Manette.- prièrent Mlle Vous voyez ce qui est resté calme; Ne pas avoir peur de me laisser seul avec lui.,4
"Fermez la porte derrière vous, alors ne nous interrompez pas, et, sans doute, vous trouverez facile de revenir.",3
"Imprudent regardé les deux hommes cette proposition, et au moins un d'entre eux voulait rester, mais avait aussi d'organiser les documents nécessaires et le temps pressé, les mesures nécessaires ont été distribués et se sont précipités dehors.",4
"Tout en accentuant les ombres, elle se tenait à côté de son père, regardant toujours lui.",4
"Les deux se tenaient encore et, enfin, un rayon de lumière filtrée à travers un trou dans le mur.",4
"M. Lorry et Defarge avait tout préparé pour le voyage et l'ont emmené, ainsi que des vêtements chauds, le pain, la viande, le vin et le café chaud.",4
Defarge arrêté sur les dispositions de trottoir bottier et la lampe qu'il portait et aidé par M. Lorry a levé le captif.,4
"Personne aurait pu dire par l'expression de son visage, les idées mystérieuses de son esprit.",3
Il était impossible de comprendre s'il a réalisé ce qui était arrivé et le fait qu'il était libre.,4
"Ils ont essayé de parler, mais le malheureux semblait si confus et réagi si lentement, ils pensaient mieux de ne pas se soucier de nouvelles observations.",4
"Parfois, sa tête dans ses mains cueillies, mais semblait toujours éprouver du plaisir à entendre la voix de sa fille, à laquelle il est revenu à plusieurs reprises toujours parlé.",4
"Avec l'obéissance particulière de ceux qui sont habitués à subir la force, a mangé, il a bu et enveloppé dans les vêtements qu'ils lui ont donné.",4
"Bienvenue, il a été emporté par sa fille, qui a attrapé son bras et même il prit dans ses mains jeunes.",4
"Ensuite, ils ont commencé à descendre les escaliers; Defarge allé de l'avant avec la lampe, M. Lorry était derrière.",4
"Quelques marches plus bas lorsque la jeune fille avait arrêté et a demandé:
-¿Os rappelez-vous, mon père, je suis venu ici?.",4
"Non, -contestó.- Je ne me souviens pas trop longtemps.",4
Il ne se souvenait pas d'être pris de sa prison pour l'emmener à la maison.,4
"Ceux qui étaient avec lui l'entendit murmurer: « Cent cinq, Tour du Nord », et a noté qu'il a regardé autour, comme si elle cherchait les murs en pierre de la forteresse.",4
"En arrivant à la cour, instinctivement il a ralenti, comme si elle attendait de traverser le pont-levis, mais comme ils l'ont vu et au lieu trouverait une voiture qui l'attendait pour lui dans la rue, prit la main de sa fille et baissa la tête.",4
"Plus le silence régnait dans la rue et elle ne voyait personne d'autre que Mme Defarge qui allongea sur le chambranle, tricoter encore, et ne vit rien.",4
"Le prisonnier est entré dans la voiture avec sa fille, mais immédiatement le pria de se rendre les outils de son cordonnier et de chaussures demi-fini.",4
"Mme Defarge, qui a entendu sa prière, se hâta de lui plaire; peu de temps après son retour de l'ordre et apporter retourné à s'engager dans les travaux de tricot, mais apparemment sans avoir rien vu.",4
-¡A Barrière!,4
cria Defarge entrant dans la voiture.,4
Le cocher fit claquer son fouet et le véhicule a été lancé.,3
"Enfin, ils ont arrêté des soldats, armés de lampes de poche, et l'un d'entre eux écrièrent:
« Vos papiers, chevaliers.",3
"ils sont là, monsieur, dit officier Defarge vers le bas et démonter le militar.- Ce sont les papiers de ce monsieur qui va dans la voiture, les cheveux blancs.",4
"Je suis entré là avec lui, par ...- Il baissa la voix avant de terminer la phrase et l'officier, après un coup d'oeil le passager en question, a répondu:
Parfaitement.",4
Avant.,0
Bye dit Defarge.,0
La voiture a commencé à marcher à nouveau et aventuré dans les ténèbres de la nuit.,4
"et
pendant l'intervalle froid et sombre jusqu'au matin, bourdonnements dans les oreilles de M. Jarvis Lorry, assis en face des déterrés, les mêmes mots:
J'espère que vous aimerez revenir à la vie.",4
Et la réponse était la même que jamais.,4
« Je ne peux pas dire.,3
